age,education_num,hours_per_week,capital_gain,capital_loss,sex,income_bin
35,12,38,0,0,1,0
28,7,20,0,0,0,0
20,10,26,0,1902,1,0
48,14,11,0,0,1,0
36,9,51,0,0,0,1
41,7,49,0,0,1,0
36,9,24,0,0,1,0
33,7,40,0,0,0,0
44,14,41,0,0,1,0
41,9,32,0,0,1,1
50,13,35,0,0,0,0
26,13,52,0,2042,1,0
49,10,41,0,0,0,0
31,10,54,0,0,0,1
37,13,38,0,0,0,0
56,9,61,0,0,1,0
21,9,32,2174,0,0,0
22,11,21,0,2824,0,0
26,13,42,0,0,0,0
36,7,21,0,0,1,0
34,9,38,5178,0,0,0
21,13,49,0,0,0,1
53,7,46,0,0,0,0
34,7,40,0,0,0,0
30,10,51,0,0,0,0
39,10,43,0,0,0,0
42,9,40,0,0,0,0
52,7,49,0,0,0,0
19,15,50,0,0,0,0
26,13,46,0,0,0,0
41,7,42,0,0,1,0
51,7,36,0,0,0,0
31,14,33,0,0,0,0
50,7,50,0,0,0,0
60,9,8,0,0,1,0
41,2,42,5178,0,0,0
34,10,53,0,0,0,0
30,9,55,0,0,1,0
28,11,40,0,0,1,1
34,13,41,0,0,1,0
61,7,55,0,0,1,0
58,14,38,0,0,1,1
62,10,44,99999,0,1,1
44,10,32,0,0,0,0
26,7,60,0,0,1,0
25,9,48,0,0,1,1
37,7,42,0,0,1,1
40,14,34,0,0,0,1
50,9,42,0,0,0,1
26,11,51,0,0,1,1
46,14,46,0,0,1,0
19,7,52,0,0,0,0
28,9,39,0,0,0,0
65,9,61,0,0,1,1
39,13,43,0,0,0,0
20,7,53,0,0,0,0
57,7,57,7688,1902,0,0
49,9,56,0,0,1,0
69,2,41,0,0,1,0
49,7,35,0,0,0,0
35,11,12,0,0,1,0
53,9,61,0,0,1,1
39,12,44,0,0,0,0
30,7,27,0,0,1,0
56,9,33,0,0,0,0
26,13,56,5178,0,1,1
36,9,29,0,2042,1,0
37,10,31,0,0,1,0
36,10,37,0,0,1,1
55,12,53,0,0,1,0
49,7,47,0,0,1,0
36,14,31,0,0,0,0
58,14,30,0,0,1,1
46,9,39,0,0,1,0
26,8,48,0,2824,1,0
61,11,50,0,0,1,0
49,11,45,0,0,0,0
20,9,67,0,0,1,0
21,10,48,0,0,1,0
46,7,40,0,1977,0,0
39,5,39,0,0,1,0
54,3,41,0,0,0,0
22,9,48,0,0,1,0
34,9,31,5178,0,1,0
24,13,54,0,0,0,0
27,11,12,0,0,1,0
32,10,53,99999,0,1,1
43,6,54,0,0,0,0
38,9,67,0,2392,0,0
68,2,31,0,0,0,0
23,7,36,0,0,0,0
44,9,32,0,0,0,1
26,14,37,0,0,1,0
18,10,50,0,0,1,0
52,14,38,0,0,1,0
31,13,29,0,0,1,0
26,14,29,2174,0,1,1
49,9,30,0,0,1,0
45,10,43,0,0,1,0
39,11,67,0,0,1,0
43,9,24,0,2392,1,0
25,9,57,0,0,0,0
56,9,33,0,0,1,0
31,10,57,0,0,1,0
52,7,56,0,0,1,0
33,10,26,0,0,0,0
57,7,52,0,0,1,0
37,6,39,99999,0,1,1
25,9,53,0,0,1,0
56,7,71,0,0,1,0
23,13,39,0,0,1,0
43,3,39,0,0,1,0
26,13,41,0,0,1,0
39,13,39,0,0,1,1
36,9,36,0,0,1,0
74,15,61,0,0,1,0
40,12,55,99999,0,1,1
44,9,37,0,0,0,0
27,9,58,0,0,1,0
50,11,25,0,0,0,0
18,10,40,0,0,1,0
50,13,55,0,0,1,1
30,10,19,0,0,1,0
40,9,44,0,0,1,0
29,13,51,0,0,1,1
30,13,39,0,0,1,1
37,15,53,0,0,1,0
49,8,40,0,0,1,0
78,9,67,0,0,1,0
66,8,65,0,0,1,0
34,14,27,7688,0,1,0
44,13,61,0,0,1,1
35,12,33,0,0,1,0
52,10,31,0,0,1,0
77,9,53,0,0,0,0
36,9,42,0,0,1,1
61,9,43,14084,0,0,0
60,3,35,0,0,1,0
42,8,50,0,0,0,0
44,13,38,0,0,1,0
56,9,39,0,0,0,0
55,7,34,0,0,0,0
28,9,47,0,0,1,1
31,7,45,0,2042,1,0
24,7,35,0,0,0,0
52,13,50,0,0,1,1
39,7,39,0,0,1,0
47,9,53,0,0,1,1
24,11,40,15024,0,1,1
59,13,30,0,0,1,1
53,9,32,0,0,0,0
24,13,41,0,0,1,0
48,9,49,0,0,1,1
41,14,48,0,0,1,1
41,8,41,0,0,1,1
54,16,42,0,0,1,1
26,13,24,0,0,1,0
21,9,71,0,0,1,1
56,9,29,7688,0,1,1
23,8,47,0,0,1,0
61,3,29,0,0,1,0
38,6,57,0,0,1,0
43,12,29,0,0,1,0
47,6,44,0,2042,0,0
49,15,62,0,0,1,0
64,7,24,7688,0,1,1
58,9,38,0,0,1,0
52,9,33,0,0,1,0
20,6,28,0,0,1,0
52,11,28,0,0,1,0
46,8,35,0,0,0,0
36,13,41,0,0,1,1
31,9,46,0,0,1,0
46,13,27,0,0,1,1
28,7,15,0,0,1,0
56,14,34,0,0,0,0
52,9,54,0,0,1,0
25,9,35,0,0,0,0
22,7,29,0,0,1,0
54,7,41,0,0,1,0
37,9,43,0,0,1,0
41,9,37,0,0,1,1
52,9,38,0,0,1,0
29,13,26,0,0,1,0
49,11,30,0,0,1,1
60,9,44,0,0,0,0
48,13,43,0,0,1,0
42,13,44,0,0,1,1
47,10,53,0,2824,1,0
38,9,49,0,0,0,0
45,14,49,0,0,0,0
45,10,23,0,0,1,0
62,9,23,15024,0,1,1
55,4,42,0,0,1,0
43,12,45,0,0,1,1
50,9,43,0,0,1,1
52,12,23,0,0,0,0
27,8,39,0,0,0,1
56,10,22,0,0,1,0
37,7,42,0,0,1,0
28,9,41,0,0,1,0
21,9,26,0,0,1,0
53,9,43,0,0,1,0
55,13,20,0,0,0,1
49,9,25,0,0,0,0
48,9,57,5178,0,1,0
23,9,41,0,0,1,0
28,9,39,0,0,1,1
42,9,36,0,0,1,0
30,9,44,0,2042,0,1
38,9,44,0,0,1,0
45,13,17,0,0,0,0
45,13,36,0,0,1,0
39,12,24,0,0,1,0
39,9,68,0,0,1,0
18,9,33,0,0,1,1
22,9,57,0,0,1,1
45,9,22,0,0,1,0
34,7,49,0,0,0,0
28,9,48,0,0,0,0
37,7,36,7688,0,1,0
52,7,23,0,0,1,0
38,10,51,0,0,1,1
47,9,34,0,0,0,0
35,13,50,0,0,1,0
51,10,57,0,0,1,0
45,13,41,0,0,1,1
56,9,54,0,0,0,0
35,11,41,0,0,0,0
44,7,52,0,0,1,0
43,14,27,0,0,1,0
34,10,32,0,0,0,0
35,6,47,0,0,0,0
23,16,30,0,0,0,0
48,5,21,0,0,1,0
27,7,24,0,0,1,0
39,7,35,0,0,0,0
42,7,60,0,0,1,0
48,12,53,2174,0,1,1
56,9,31,0,0,1,1
33,13,42,0,0,1,1
33,9,40,0,0,1,1
28,13,32,5178,0,1,0
54,13,35,15024,0,1,1
29,9,41,0,0,1,1
46,13,50,0,0,1,0
27,11,43,0,0,1,0
36,10,12,0,0,0,0
37,9,34,0,0,1,0
49,6,40,0,0,1,0
35,13,29,0,0,1,0
43,10,21,0,1902,1,0
38,10,35,0,0,0,1
58,9,51,0,0,1,0
22,13,34,0,0,1,0
55,9,46,0,0,1,1
45,9,33,0,0,1,0
50,7,46,0,0,1,0
49,9,35,0,0,0,0
42,9,41,15024,0,1,1
39,9,57,0,0,1,1
40,13,27,0,0,0,0
33,9,36,0,0,0,0
36,9,45,0,0,0,0
37,13,21,99999,0,0,1
35,13,43,0,0,1,1
51,9,27,0,0,1,0
48,12,30,0,0,1,1
23,12,32,0,0,1,0
49,11,35,0,0,0,0
38,9,23,0,0,1,0
56,4,28,0,0,1,0
55,7,29,0,0,1,0
29,6,39,0,0,1,0
22,9,54,0,0,1,0
19,9,46,0,0,1,1
50,7,17,0,0,0,0
52,7,40,0,0,1,0
31,7,33,0,0,0,0
64,11,23,0,0,1,0
37,7,61,0,0,1,0
53,14,49,0,0,1,1
44,10,57,0,0,1,0
38,5,24,0,0,0,0
58,9,14,0,0,1,1
33,13,47,0,0,1,0
43,14,32,0,0,1,0
49,13,55,0,0,1,1
30,9,34,0,1977,1,0
32,1,28,0,0,0,0
48,10,37,0,0,1,1
36,13,41,0,0,1,0
63,9,49,0,0,1,0
52,4,30,0,0,1,0
41,7,70,0,0,1,0
51,7,46,0,0,0,0
48,9,28,0,0,1,0
35,7,38,0,0,1,0
34,16,5,0,0,1,1
42,9,7,99999,0,0,1
47,13,52,0,0,0,1
28,10,35,0,0,0,1
44,14,27,0,0,0,1
30,10,39,0,0,1,0
65,9,22,0,0,0,0
31,13,50,0,0,1,0
40,7,20,5178,0,1,0
36,10,33,0,0,1,0
31,12,24,99999,0,1,1
48,9,37,0,0,1,0
36,13,45,0,0,1,0
33,13,42,0,0,1,0
46,9,54,15024,0,1,1
49,9,32,0,0,0,1
30,13,44,0,0,1,1
54,7,42,0,0,1,0
35,7,41,0,0,1,0
30,14,43,0,0,1,1
49,8,63,0,0,0,0
36,9,37,0,0,0,0
79,15,41,7688,0,1,1
32,9,31,0,0,1,0
52,9,44,0,0,1,1
28,6,44,2174,0,1,1
34,9,31,0,0,0,0
41,7,75,0,0,1,0
50,13,64,0,0,0,0
31,14,25,0,0,0,0
21,9,59,0,0,1,0
59,9,26,0,0,1,0
35,12,53,0,0,0,0
60,12,56,0,0,1,1
42,9,12,0,0,1,0
28,13,42,0,0,1,1
28,13,59,0,0,0,1
23,9,20,0,0,0,0
31,9,31,0,0,1,0
30,13,59,0,0,1,0
32,9,34,0,0,1,1
32,5,34,7688,0,1,1
25,5,27,0,0,1,0
35,13,64,0,0,0,1
30,3,27,0,0,1,0
60,9,44,15024,0,0,0
26,9,54,0,0,1,0
25,12,53,5178,0,0,1
18,7,61,0,0,1,0
45,7,55,0,0,0,0
52,11,30,7688,2392,1,1
57,10,29,2174,0,1,0
50,13,45,0,0,1,0
32,10,22,0,0,1,1
35,13,44,0,0,0,0
38,10,44,0,0,0,0
38,13,65,0,0,0,0
41,10,32,0,2392,1,0
38,9,36,0,0,1,0
59,5,48,0,1902,1,0
40,13,29,0,0,1,0
35,9,46,0,0,1,0
36,15,20,0,0,1,1
31,6,51,0,0,0,0
52,7,27,0,0,1,0
40,12,38,0,0,0,0
32,10,43,0,0,1,1
37,9,12,0,0,0,0
40,6,26,0,0,1,0
46,10,62,0,0,1,0
29,11,43,0,0,0,0
45,8,36,0,0,0,0
34,7,45,0,0,0,0
46,13,25,0,0,0,0
54,7,31,0,0,1,0
57,7,46,0,0,1,0
20,9,50,0,0,0,0
18,16,33,0,0,1,1
51,9,37,0,0,1,1
19,14,42,0,0,1,0
21,9,36,0,0,0,0
32,9,24,0,0,1,0
37,1,39,0,0,0,0
32,9,49,0,0,1,0
30,10,45,0,0,0,0
60,7,34,0,0,1,0
52,9,49,0,0,1,0
36,3,47,2174,0,1,0
56,9,25,0,0,1,0
37,11,35,0,0,1,0
22,13,21,0,0,0,1
21,12,33,0,0,0,0
25,8,29,0,0,1,0
45,7,37,0,0,0,0
22,7,45,0,0,1,0
21,12,32,0,0,1,1
35,3,38,0,0,1,0
42,13,44,0,0,0,1
48,9,29,0,0,0,1
49,7,22,0,1977,1,0
40,13,18,0,0,0,0
44,9,47,0,2824,1,0
37,13,38,5178,0,0,0
45,7,51,0,0,0,0
42,14,50,0,0,1,1
18,16,13,0,0,1,0
20,7,55,0,2392,0,1
50,11,22,0,0,0,0
48,9,44,0,0,0,0
27,7,39,0,0,0,0
36,4,41,2174,0,0,0
38,7,19,0,0,0,0
32,11,40,0,0,1,0
54,9,30,0,0,1,0
28,13,45,0,0,0,0
31,10,40,0,0,1,0
46,7,53,0,0,1,1
40,10,22,0,0,1,1
69,9,46,0,1977,1,0
38,12,56,0,0,1,0
52,7,52,0,0,1,1
36,9,26,0,0,1,0
31,1,56,0,0,0,0
74,13,59,0,0,1,0
36,7,55,0,0,1,1
17,9,41,14084,0,1,0
28,11,24,0,0,0,0
24,9,48,0,0,1,1
36,9,35,0,0,0,1
45,7,37,0,0,1,0
33,10,65,0,0,0,1
74,10,31,0,0,1,0
36,11,42,0,0,1,0
45,9,70,0,0,0,1
57,14,27,0,0,1,1
32,9,36,0,0,1,0
23,9,10,0,0,1,0
54,7,35,0,0,1,0
30,9,60,0,2042,1,0
56,9,33,14084,0,1,1
42,10,31,0,0,0,0
39,13,36,99999,0,1,1
24,11,45,0,0,1,1
34,11,48,0,0,1,1
39,9,58,0,0,1,0
36,11,69,15024,0,1,0
66,10,39,0,0,1,0
37,9,41,0,0,1,0
23,9,41,0,0,1,0
21,14,49,0,0,0,0
58,13,50,99999,0,1,1
30,9,40,0,0,1,0
18,7,49,0,0,0,0
19,10,23,0,0,1,0
19,9,50,0,0,1,0
72,7,43,0,0,1,0
34,9,42,0,0,1,1
28,10,37,0,0,1,0
26,12,55,0,0,1,1
21,14,47,0,0,1,0
48,2,36,0,0,1,0
32,13,42,0,0,0,0
58,15,39,0,2392,1,0
31,10,56,0,0,1,0
28,13,35,15024,0,1,0
58,7,44,0,0,0,0
32,14,16,0,0,1,0
22,13,64,0,0,0,0
46,12,38,0,0,1,0
52,7,37,0,0,1,0
58,8,31,0,0,1,0
43,9,59,15024,0,1,1
59,13,32,0,0,1,0
45,13,54,0,0,1,0
56,13,50,0,0,1,0
39,9,41,0,0,1,0
39,12,30,0,0,1,0
57,7,47,0,0,0,1
37,11,25,0,0,0,1
27,5,42,0,0,0,0
32,7,32,0,0,0,0
19,9,34,0,0,0,0
36,13,32,0,0,1,0
18,9,48,0,1977,1,0
25,9,57,0,0,0,0
22,13,30,0,0,1,0
31,9,24,0,0,1,0
43,11,40,0,0,1,0
40,13,31,15024,0,0,0
20,13,24,0,0,1,0
71,1,69,0,2042,1,0
40,9,43,0,0,0,1
44,10,34,0,0,1,1
42,9,54,0,0,0,1
30,9,13,0,0,1,1
32,9,61,0,0,1,0
36,7,53,0,0,0,0
33,9,36,0,0,0,0
31,12,57,0,0,1,0
50,7,32,0,0,1,0
49,12,55,0,0,0,0
62,10,37,15024,0,1,1
44,9,21,0,0,0,0
21,9,44,0,0,0,0
71,3,40,0,0,0,0
52,11,29,0,0,1,0
25,10,41,0,0,1,1
44,12,54,0,0,1,1
42,13,37,0,2824,1,0
50,13,55,0,0,1,1
44,13,49,0,0,0,1
43,9,38,0,0,1,0
20,7,48,0,0,1,0
42,10,44,0,0,1,0
43,14,51,0,0,0,0
31,16,32,14084,0,1,0
54,9,40,0,0,1,0
63,11,62,0,0,1,1
38,3,33,0,0,1,0
33,9,29,0,0,1,0
65,9,33,15024,0,0,0
40,7,26,0,0,1,0
35,9,38,0,0,1,0
29,5,43,5178,0,1,1
48,13,22,0,0,0,0
45,7,38,0,0,1,0
18,10,31,0,0,0,1
33,10,42,0,0,1,0
25,9,28,0,0,0,0
43,13,47,0,0,1,0
51,5,61,0,0,0,0
41,13,53,0,0,0,1
45,10,57,0,0,0,0
37,14,41,0,0,1,0
52,13,37,2174,0,1,1
50,7,20,15024,0,0,0
49,12,37,14084,0,0,0
46,6,35,0,0,1,0
28,13,49,0,0,1,0
50,12,45,0,0,1,1
60,15,44,0,0,1,1
22,7,41,0,0,1,0
35,10,36,0,0,1,1
42,12,35,0,0,1,0
25,12,29,0,0,1,1
49,9,49,0,0,0,0
38,7,58,0,0,1,0
44,9,21,0,0,1,0
53,10,43,0,0,1,1
49,9,58,0,0,1,0
42,9,19,0,0,1,0
28,14,44,0,0,1,0
48,7,40,0,0,1,0
24,9,43,0,0,1,0
56,7,40,0,0,1,0
39,9,42,0,0,1,0
70,2,17,0,0,0,0
32,9,30,0,0,0,0
48,14,60,0,0,0,0
28,7,24,0,0,1,0
38,9,53,0,0,1,0
38,14,54,0,0,0,1
63,13,37,0,0,1,0
49,14,36,0,0,1,0
73,12,15,0,0,1,1
34,9,32,5178,0,0,0
56,9,56,0,0,1,0
32,8,40,0,0,1,0
46,10,63,0,0,0,0
20,5,40,0,0,0,0
38,13,36,0,0,0,0
46,9,18,0,0,1,1
40,11,48,0,0,1,0
35,9,33,0,0,0,0
19,10,21,0,0,1,0
53,9,32,0,2392,1,0
40,9,37,0,0,1,0
41,10,38,0,0,1,0
21,7,34,0,0,1,0
30,9,36,0,0,1,0
37,13,20,0,0,0,0
49,9,55,0,0,0,0
37,12,31,0,2824,0,0
39,11,42,0,0,0,0
27,7,32,0,0,0,0
41,14,40,0,0,1,1
54,9,43,0,0,1,0
59,5,40,0,0,0,0
37,1,52,0,0,1,0
19,10,28,0,0,0,0
54,9,31,0,2042,1,0
46,7,44,0,0,0,0
47,11,27,0,0,1,0
42,11,54,0,0,0,0
43,7,39,0,0,1,0
28,14,46,0,0,1,1
23,9,49,0,0,1,0
63,7,45,0,0,1,0
28,7,31,0,0,1,0
57,7,39,0,0,1,0
40,9,27,0,0,0,1
22,5,31,0,0,1,0
43,5,41,0,0,1,0
38,7,30,0,0,1,0
51,13,46,0,0,1,0
38,13,41,0,0,1,0
32,13,36,0,0,0,0
24,9,41,0,0,1,0
46,7,59,0,2824,1,0
51,5,66,0,0,0,1
47,13,40,0,0,0,0
17,14,68,14084,0,1,1
49,9,44,0,0,0,1
30,9,37,0,0,0,0
54,7,38,0,0,0,0
46,9,50,0,0,0,0
55,9,45,0,0,1,1
39,13,42,14084,0,1,1
54,9,32,0,0,0,0
40,9,55,0,0,1,1
34,9,38,2174,0,0,0
41,13,43,0,0,1,0
48,9,27,0,0,1,0
41,9,31,0,0,0,0
57,2,50,0,0,1,0
51,13,33,0,0,0,0
41,13,39,0,0,1,0
21,10,33,0,0,1,0
51,15,40,7688,0,1,0
23,9,26,0,0,0,0
24,9,37,0,0,0,0
40,7,43,0,0,1,0
42,7,44,0,0,1,0
43,9,42,0,0,1,0
38,9,48,0,0,1,1
33,7,39,0,0,1,0
57,13,19,0,0,1,1
50,9,47,0,0,0,0
38,14,22,0,0,1,0
45,2,30,0,0,1,0
24,9,37,0,0,0,0
46,13,36,0,0,0,0
42,7,54,0,0,1,0
33,14,46,0,0,1,1
52,9,60,0,0,1,1
53,10,49,0,0,1,1
29,13,30,0,0,1,0
45,10,43,0,0,1,1
17,13,33,0,0,1,0
45,9,15,0,0,1,0
32,10,47,0,0,1,0
17,2,40,0,0,1,0
30,13,32,0,0,1,0
42,5,37,0,0,1,0
59,9,19,0,0,1,0
40,15,59,0,0,1,0
32,9,41,0,0,0,0
26,14,35,0,0,1,0
19,10,46,0,0,0,0
45,9,20,0,0,1,1
39,9,60,0,0,1,0
41,14,26,0,0,0,0
47,13,25,0,0,1,1
47,9,43,0,0,0,0
42,15,47,0,0,1,1
24,9,22,0,0,0,0
69,14,55,0,0,0,1
24,10,50,0,0,1,0
22,7,43,0,0,1,0
28,9,39,0,0,1,0
49,9,39,0,0,1,0
43,11,38,0,0,1,1
18,9,37,7688,0,1,0
47,14,45,0,0,0,0
41,13,62,2174,0,1,0
50,10,25,0,0,1,1
41,13,52,0,0,1,1
46,16,45,5178,0,0,0
50,9,19,0,0,1,0
39,14,37,0,0,0,1
48,5,67,0,0,0,0
44,7,46,0,0,0,0
35,9,18,0,0,1,0
63,9,40,2174,0,0,1
38,9,53,0,0,1,0
39,7,54,0,0,1,1
27,7,57,0,0,1,0
30,6,32,0,0,0,1
37,9,45,0,0,1,0
26,9,47,0,0,0,1
26,13,51,0,0,0,1
50,10,46,0,0,0,0
23,13,51,0,0,1,0
41,13,37,0,1902,1,0
28,6,12,0,0,1,0
36,13,56,0,0,1,1
39,14,27,0,0,1,0
52,10,43,0,0,1,1
27,13,51,0,0,1,0
52,13,28,0,0,0,0
44,13,32,0,0,0,0
29,9,56,0,0,1,0
52,7,37,0,0,0,0
31,7,33,0,2392,0,1
26,9,48,0,0,0,0
18,9,43,0,0,0,0
30,10,58,0,0,1,0
48,10,44,0,0,0,0
46,7,40,0,0,0,0
41,10,41,0,0,1,0
19,13,29,0,0,1,0
54,14,28,0,0,1,0
40,8,19,0,0,1,0
23,14,31,0,0,1,0
41,14,31,0,0,1,0
44,9,48,14084,0,1,1
22,7,21,0,0,1,0
41,10,45,14084,0,1,0
34,7,55,0,0,1,0
33,4,44,0,0,1,0
45,9,47,0,0,1,1
37,8,50,0,0,1,0
43,13,42,0,0,0,0
38,14,47,0,0,0,0
55,5,53,0,0,0,0
28,9,68,0,0,0,0
24,14,29,0,0,1,0
31,14,30,0,0,1,0
28,10,18,0,0,1,0
28,6,46,0,0,1,0
37,11,33,0,0,1,0
43,9,50,0,0,1,0
39,9,39,0,0,1,0
31,9,40,0,0,0,0
34,10,21,0,0,1,0
45,7,58,0,0,0,0
42,7,61,0,0,1,1
34,6,43,0,0,0,0
30,13,54,0,0,0,0
28,10,52,0,0,0,0
63,9,15,0,0,0,0
50,9,38,0,0,1,0
34,9,29,0,0,0,0
60,11,40,0,0,0,0
39,7,15,0,0,1,0
48,12,37,0,0,1,0
27,5,49,0,0,0,0
59,12,26,5178,0,1,0
54,13,30,0,0,1,1
31,9,50,5178,0,1,1
28,10,48,0,0,1,0
38,11,41,0,0,1,1
54,9,26,0,2042,1,0
32,9,19,14084,0,1,0
36,9,38,0,0,0,0
54,7,22,0,0,1,0
22,13,44,0,0,0,0
25,9,43,0,0,1,0
25,7,12,0,0,1,0
23,9,43,0,0,1,0
61,1,39,0,0,1,0
27,14,45,0,0,1,0
24,9,41,0,0,1,0
55,5,50,0,0,0,0
41,9,27,0,0,1,0
33,9,55,0,0,0,0
28,9,52,0,0,1,0
35,13,73,0,0,0,1
34,5,43,0,0,1,0
56,9,17,0,0,1,0
48,9,42,0,0,1,0
31,13,36,0,0,0,1
43,9,33,0,0,1,0
51,9,18,0,0,1,1
43,6,41,0,0,1,0
28,11,25,0,0,1,0
19,9,33,0,0,0,0
26,12,35,0,0,0,0
43,7,56,0,0,1,0
49,6,21,0,0,1,0
44,9,36,0,0,0,1
57,9,39,0,0,1,1
39,7,38,0,0,1,0
26,13,35,0,0,1,1
35,7,57,0,0,1,0
33,9,41,0,0,1,0
53,5,24,0,0,1,0
34,9,53,5178,0,1,1
33,9,37,0,0,0,1
32,5,43,0,0,1,0
26,7,24,0,0,1,0
44,13,41,0,0,1,0
28,7,61,0,0,1,0
64,10,50,0,0,1,0
36,7,54,0,0,1,0
45,13,29,0,0,1,0
46,7,40,0,0,0,1
26,13,56,0,0,0,0
35,9,49,15024,0,0,1
53,9,47,0,0,1,0
43,9,56,0,0,1,0
41,7,45,0,0,1,1
33,9,31,0,0,1,0
41,9,30,7688,0,1,0
25,9,31,0,0,1,0
33,9,38,0,0,1,0
37,8,36,0,0,0,0
33,7,51,0,0,1,0
40,9,54,0,0,1,0
68,9,63,0,0,0,1
45,13,50,0,0,1,0
37,9,40,0,0,1,0
28,13,49,0,0,1,0
36,6,55,0,0,1,0
42,9,52,0,0,1,0
45,10,42,0,0,0,0
37,5,59,0,0,1,0
67,7,43,0,0,1,0
54,9,66,0,0,1,0
52,7,33,0,0,1,0
42,8,49,0,2042,1,0
44,13,65,0,0,1,0
45,9,51,0,0,0,0
46,13,53,0,0,0,0
47,11,39,7688,2042,1,1
33,13,29,0,0,1,0
40,13,20,0,0,0,0
49,9,28,0,0,1,0
43,14,55,0,0,1,0
41,14,27,0,0,1,0
60,7,25,0,0,0,1
18,11,51,0,0,0,1
48,13,42,0,0,1,0
66,9,27,0,0,1,1
44,10,48,0,0,1,0
42,10,35,0,0,1,1
58,9,53,0,0,1,0
28,9,27,0,0,1,0
17,13,43,0,0,1,0
33,13,50,0,0,1,0
45,9,46,0,0,0,1
53,7,65,0,0,1,0
35,9,54,5178,0,0,0
54,14,34,0,0,0,1
24,8,58,14084,0,1,1
47,13,36,0,0,0,0
22,10,12,0,0,0,1
47,13,33,0,0,0,0
31,10,35,0,0,0,1
59,7,47,0,0,0,1
46,12,32,0,0,1,0
50,9,30,0,0,1,0
32,13,37,0,0,1,0
31,13,26,2174,0,1,1
61,9,44,0,0,0,1
22,13,35,0,0,0,0
38,13,31,0,0,1,0
22,11,68,0,0,1,1
26,13,35,0,2824,1,0
24,9,38,0,0,1,0
34,9,22,0,2392,0,0
33,11,45,0,0,0,0
50,15,58,5178,0,1,1
46,11,52,0,0,0,0
56,13,31,0,0,1,0
55,9,40,0,0,1,1
21,13,41,0,0,0,1
25,9,41,0,0,1,0
28,7,21,0,0,1,0
40,9,49,0,0,1,0
27,14,39,0,0,1,0
49,10,36,0,0,0,0
20,5,46,14084,0,0,0
45,13,47,5178,0,1,1
28,9,44,0,0,0,0
59,9,30,0,0,1,0
30,9,27,0,0,1,0
36,7,15,0,2392,0,0
27,9,35,0,0,1,0
42,8,26,0,0,1,0
55,9,42,0,2392,0,0
60,14,44,0,0,1,1
27,9,28,0,0,1,0
20,13,30,0,0,0,0
44,11,34,0,0,0,0
20,9,43,0,0,1,0
60,11,27,0,0,1,0
51,9,5,0,0,0,0
42,12,45,0,0,1,0
36,6,42,0,0,1,0
48,2,29,0,0,0,0
39,9,43,2174,0,1,0
47,9,45,0,0,0,0
56,10,44,0,0,1,1
20,3,52,0,0,0,0
45,9,40,0,0,1,0
47,7,46,0,0,1,0
44,11,53,0,0,1,1
24,9,30,0,0,0,0
26,8,28,0,0,0,0
53,15,44,0,0,0,1
38,14,45,0,0,1,1
37,11,51,0,0,1,0
29,9,63,0,0,1,0
35,14,17,0,0,0,0
34,5,50,0,0,1,0
35,9,18,0,0,1,0
24,9,34,0,0,1,0
59,12,15,7688,0,1,0
46,13,29,0,0,1,0
43,9,38,0,0,0,0
17,2,46,0,0,0,0
39,9,53,0,0,1,0
49,9,49,0,0,0,0
45,9,43,0,0,0,0
64,12,48,0,0,1,1
47,13,47,0,0,1,0
33,10,33,0,0,1,0
46,9,25,2174,0,0,0
56,13,54,0,0,1,0
46,7,32,0,0,0,0
43,13,46,14084,0,0,1
41,16,42,0,0,0,0
53,13,43,0,0,1,1
34,9,39,0,0,1,0
29,15,30,0,0,1,1
40,9,52,99999,0,1,1
38,10,37,0,0,0,0
54,9,43,0,0,1,0
31,9,44,14084,0,1,1
38,12,26,0,0,0,0
17,13,47,0,0,1,0
56,7,38,0,0,1,0
36,9,46,2174,0,0,0
25,9,42,0,0,1,0
55,9,45,0,0,1,0
38,7,56,0,1977,0,0
19,9,30,0,0,1,0
39,11,37,0,0,1,0
27,12,42,0,0,0,0
30,7,66,7688,0,0,0
27,7,61,0,0,1,0
60,2,20,0,0,1,0
35,7,52,0,0,1,0
52,7,53,0,0,1,1
49,9,35,0,0,1,0
24,14,59,0,0,0,0
60,9,18,0,0,0,0
41,14,51,0,0,0,0
42,10,43,0,0,1,1
56,9,34,0,0,1,0
45,11,37,0,0,0,0
46,10,30,0,0,1,0
40,13,37,2174,0,1,1
20,9,34,0,0,1,0
48,7,35,0,0,0,0
45,14,37,0,0,1,1
22,5,40,0,0,0,0
37,6,59,0,0,0,0
58,7,42,0,0,1,0
43,8,26,0,0,1,0
43,9,32,0,0,1,0
26,9,38,0,0,1,0
30,13,39,0,0,1,0
39,13,29,0,0,1,1
30,9,44,0,0,0,0
44,4,28,0,0,0,0
51,13,56,0,1977,0,0
56,10,29,0,0,1,0
24,7,29,0,0,0,0
58,11,37,0,0,1,1
35,9,30,0,0,1,0
30,10,31,0,0,1,0
27,7,27,0,0,1,0
45,9,39,0,0,1,0
41,10,17,0,0,1,0
36,2,34,0,0,0,0
44,11,46,0,0,1,0
39,10,32,0,0,0,0
56,9,72,0,0,0,0
61,14,58,0,0,1,0
20,7,30,0,0,1,0
46,7,66,0,0,0,0
39,8,40,2174,0,0,0
24,7,5,0,0,1,0
29,15,28,0,0,0,1
47,13,42,0,0,0,1
48,13,39,0,0,1,1
32,10,25,0,0,0,0
42,13,46,0,0,1,1
