default,student,balance,income
No,No,2131.33,19382.31
No,No,893.71,26793.69
No,No,741.06,20581.78
No,No,206.89,48183.66
No,No,817.87,34858.27
No,Yes,983.19,38427.71
No,No,0.0,17740.16
No,Yes,706.2,28497.76
No,No,813.29,23730.74
No,No,1342.96,30418.32
No,Yes,1031.08,39224.09
No,Yes,872.41,30740.57
No,Yes,1522.96,21103.82
No,Yes,1446.3,57370.39
No,No,0.0,46177.14
No,No,1657.08,20270.95
No,Yes,544.86,21662.32
No,No,1504.65,37005.26
No,No,1160.98,30706.7
No,No,900.11,37200.53
No,Yes,1041.73,29716.14
No,No,1622.55,18283.25
No,Yes,0.0,26255.56
No,No,1667.02,27043.94
No,No,953.76,31706.81
No,No,432.58,27979.76
No,Yes,777.3,772.0
No,No,175.78,24073.22
No,Yes,707.85,51802.31
No,No,350.35,25438.14
No,Yes,1030.07,56555.42
No,No,1053.55,29140.03
No,No,594.53,13794.34
No,Yes,791.07,24750.92
No,Yes,941.58,40284.54
No,Yes,1407.85,33807.86
No,No,1695.67,44190.76
Yes,No,1927.92,34782.27
No,Yes,1069.01,43799.86
No,No,898.31,28084.0
Yes,Yes,1515.88,13004.99
No,No,665.79,45421.57
No,No,2097.18,46252.74
No,No,484.45,33668.71
No,No,297.09,11360.07
No,No,766.95,31387.83
No,Yes,610.62,46000.73
No,Yes,402.8,27556.85
Yes,No,1862.88,26274.74
No,Yes,1014.8,17608.17
No,No,583.82,44678.13
No,No,1746.49,47798.58
No,No,610.08,24681.81
No,Yes,885.18,46897.69
No,No,0.0,34751.26
No,No,1177.67,63117.88
No,No,1306.34,33405.09
No,Yes,1391.37,10134.06
No,Yes,1115.41,20445.68
No,No,92.53,47929.01
No,No,810.7,22960.93
No,No,695.4,5756.34
Yes,Yes,2224.44,53447.49
No,Yes,514.05,24804.61
No,No,961.09,16685.25
No,No,1144.86,44016.32
No,No,939.56,14293.6
No,No,1745.62,47137.48
No,No,807.71,65905.93
No,Yes,417.82,35866.85
No,No,1476.38,27196.43
No,Yes,906.35,22032.78
No,No,795.69,22583.78
No,No,1119.23,68132.53
No,No,0.0,35602.93
No,Yes,1370.95,36827.34
No,No,1966.22,27818.05
No,No,1131.12,18591.48
No,No,1233.8,41393.29
No,No,764.67,26868.53
No,No,566.51,38185.45
No,No,1432.66,21871.8
No,Yes,815.83,26402.11
No,No,99.95,25607.03
No,No,1337.32,10138.2
No,No,1033.52,29747.99
No,Yes,220.09,44121.23
No,No,1250.63,17347.86
No,Yes,1109.94,27877.62
No,No,1153.76,21051.48
No,Yes,990.04,51708.91
No,No,40.01,33629.97
Yes,Yes,1351.85,1423.84
No,No,502.58,39494.45
No,Yes,1147.73,53220.0
No,No,1206.07,48503.26
No,No,1330.84,55048.16
No,No,0.0,42792.79
No,No,1233.06,44382.41
No,No,1236.91,32064.73
No,No,1358.91,29932.74
No,No,702.4,38205.9
No,No,848.21,55693.5
No,Yes,801.85,55146.75
No,No,936.34,31410.7
No,No,474.3,24408.65
No,No,1008.44,54091.16
No,Yes,1227.2,39852.79
No,No,1374.88,22591.19
No,No,0.0,41523.47
No,Yes,1092.51,35769.27
No,Yes,820.94,19761.98
No,No,1016.27,23547.77
No,No,504.78,17045.68
No,Yes,296.39,48879.9
No,No,717.53,35698.16
No,Yes,1267.45,44350.35
No,No,861.34,36661.05
No,Yes,628.7,33061.17
No,No,1205.73,34281.3
No,No,1196.11,30648.74
No,No,1268.85,11483.15
No,Yes,445.94,31078.48
No,No,170.38,32367.88
No,No,673.82,24705.92
No,Yes,1539.83,32017.44
No,No,1016.71,29638.18
No,No,1595.69,34004.56
No,No,861.17,31726.35
No,Yes,1001.03,45974.61
No,No,0.0,50578.43
No,Yes,1222.05,48216.03
No,No,1620.1,31626.01
No,No,67.26,18435.21
No,No,381.07,36940.8
No,Yes,742.62,26741.1
No,No,741.6,23391.78
No,No,1320.57,36632.55
No,No,687.17,37789.73
No,No,1284.64,32302.03
No,No,216.52,58365.11
No,Yes,27.36,35347.34
No,No,1088.19,30221.38
No,No,1658.75,41523.84
No,No,1978.63,42922.78
No,No,747.11,28516.75
No,No,605.33,42779.94
No,No,905.47,24038.49
No,No,219.38,16209.27
No,Yes,1259.29,26488.03
No,No,1232.11,45948.12
No,No,84.11,23519.68
No,No,0.0,8833.06
No,Yes,1298.43,22057.04
No,Yes,1055.93,41055.91
No,Yes,1123.43,42289.57
No,Yes,980.62,36419.29
No,No,8.65,36770.39
No,No,1646.04,42460.81
No,No,770.02,51809.07
No,No,1724.32,42275.17
No,No,284.61,20215.19
No,No,211.56,53468.29
No,No,0.0,46520.99
No,Yes,1361.1,19061.62
No,No,904.2,13808.22
No,No,876.86,25033.82
No,Yes,1448.14,56820.19
No,Yes,411.9,44160.93
No,Yes,803.55,3266.68
No,No,1548.07,32909.92
No,No,1828.77,39797.28
No,Yes,1000.91,27254.76
No,Yes,280.92,43894.16
No,Yes,1186.54,7061.88
No,No,651.52,35563.47
No,No,471.74,35073.51
No,Yes,867.26,39884.17
No,No,1008.9,25717.78
No,No,895.25,45165.04
No,No,0.0,17987.7
No,No,1536.18,39537.79
No,Yes,1310.74,27138.73
No,No,636.79,39314.88
No,Yes,1457.75,56602.47
Yes,Yes,1898.01,23740.56
No,No,902.97,23173.28
No,No,816.06,33458.58
No,No,1070.29,17586.24
No,Yes,1721.74,26497.47
No,No,1554.87,46795.28
No,No,596.2,24620.42
No,No,1416.51,41208.15
No,No,1256.85,40543.49
No,No,997.06,772.0
No,Yes,325.89,8872.78
No,Yes,1392.14,34807.29
No,No,1306.52,46955.98
No,No,860.75,33117.88
No,No,638.34,31621.09
No,Yes,350.34,19989.57
No,Yes,1245.37,34244.45
Yes,Yes,1691.07,29729.31
No,Yes,0.0,47217.61
No,No,599.54,52623.08
No,No,631.35,37577.6
No,Yes,0.0,1325.53
No,No,186.71,33944.56
No,No,898.48,45325.86
No,No,731.81,30797.24
No,Yes,573.07,55084.47
No,No,847.41,22624.92
No,No,1064.09,11678.98
No,No,109.74,47046.53
No,No,677.84,25181.44
No,No,785.22,20131.93
No,No,345.02,30095.43
No,No,748.95,19279.56
No,No,1489.69,29719.49
No,No,1563.19,23994.33
No,No,1337.01,28370.61
No,Yes,979.36,47683.24
No,No,1400.05,19985.97
No,No,410.87,39234.6
No,No,716.32,42439.1
No,No,728.97,28666.13
No,No,19.88,16706.77
No,No,1074.36,42121.61
No,Yes,807.59,47234.99
No,No,0.0,27141.4
No,Yes,1005.34,27057.28
No,Yes,764.11,29374.05
No,No,889.87,36092.76
No,Yes,916.78,36172.7
No,Yes,701.25,30514.37
No,Yes,538.18,44575.01
No,No,1586.56,41086.6
No,No,1181.53,29957.3
No,No,1555.28,51548.57
No,No,962.33,45396.36
No,No,1318.87,58076.57
No,No,277.96,27983.39
No,No,1099.59,55576.25
No,No,136.0,31876.0
No,No,632.07,29153.84
No,Yes,1488.62,33766.66
No,No,955.06,10290.34
No,No,1256.05,45030.8
No,No,1328.37,43074.32
No,No,778.51,22603.57
No,Yes,1306.94,29897.07
No,No,372.78,51066.49
No,Yes,1333.63,32046.69
No,No,551.03,30296.22
No,No,1030.54,42147.55
Yes,Yes,1676.55,31598.99
No,Yes,752.95,18431.68
No,No,594.33,26642.13
No,No,0.0,11961.73
No,Yes,546.87,24765.11
No,No,2133.44,31005.31
No,Yes,172.66,28568.16
No,No,82.97,28795.23
No,No,1030.04,7070.79
No,No,771.56,34171.46
No,Yes,713.35,43313.43
No,No,1561.85,28598.08
No,No,692.33,21756.62
No,No,696.0,46312.62
No,Yes,278.3,21056.58
No,No,418.12,44772.27
No,Yes,333.55,19175.68
No,No,315.79,20049.8
No,Yes,559.89,22489.43
No,Yes,834.28,47864.7
No,No,627.13,50273.36
No,Yes,579.84,14522.87
No,Yes,978.48,42572.76
No,No,457.41,46310.9
No,No,0.0,9984.03
No,Yes,303.12,27539.74
No,No,585.35,22521.53
No,No,764.6,52817.03
No,Yes,602.04,22197.63
No,Yes,1137.31,6314.98
No,Yes,889.0,18328.89
No,No,456.86,41861.37
No,No,709.33,18993.25
No,No,639.03,46840.81
No,No,1467.13,38232.24
No,No,874.15,45186.79
No,No,311.95,22921.39
No,Yes,748.27,39906.58
No,No,1264.67,25008.67
No,No,1011.51,29887.06
No,No,107.41,27611.05
No,No,943.31,41098.36
No,No,819.1,28512.56
No,No,1230.88,57689.81
No,Yes,369.22,15905.38
No,Yes,950.18,33348.16
No,No,43.1,39764.82
No,No,586.31,27956.83
No,No,759.71,61446.11
No,Yes,1111.98,34996.61
No,No,1207.48,47933.77
No,No,384.64,43298.86
No,No,1537.75,36590.75
No,No,285.78,19192.81
No,No,1071.46,18003.7
No,No,914.72,18827.72
No,No,407.27,31826.69
No,Yes,443.98,32287.31
No,No,651.62,49166.19
No,No,695.38,12390.52
No,No,598.4,18006.64
No,No,1683.59,44871.43
No,No,1562.72,51017.03
No,No,1371.8,36333.74
No,No,1640.12,33149.26
No,No,1830.92,58516.06
No,No,106.21,30809.02
No,Yes,926.64,30738.79
No,Yes,804.77,46338.88
No,No,707.84,49114.16
No,Yes,1265.84,24331.2
No,No,937.67,51486.1
No,No,1072.7,28393.34
No,No,1125.69,44103.6
No,Yes,887.13,38987.67
No,Yes,953.95,14077.82
No,No,181.95,40626.13
No,Yes,1641.03,27548.64
No,No,705.7,26819.07
No,No,454.04,25735.31
No,No,860.78,33519.69
No,Yes,262.34,21855.71
No,No,1341.26,23982.27
No,No,1145.51,24888.22
No,No,544.12,47200.13
No,Yes,372.45,31655.2
No,No,1389.11,20861.93
No,No,303.88,54650.79
No,No,1030.08,36654.67
No,No,551.78,26704.38
No,No,44.81,19382.12
No,No,539.03,28662.17
No,No,0.0,51536.48
No,Yes,1215.26,24918.16
No,No,1344.09,22100.7
No,No,1168.91,22738.39
No,No,1042.43,43871.11
No,Yes,1099.24,48299.76
No,No,441.3,38275.01
No,No,280.61,42843.76
No,No,622.0,17992.88
No,No,1420.07,37746.81
No,No,1003.06,9456.2
No,No,1316.55,38488.66
No,No,171.09,5258.37
No,No,890.97,4961.43
No,Yes,328.87,27732.17
No,No,788.53,28935.66
No,Yes,1060.88,39057.17
No,Yes,263.12,19083.32
No,Yes,1312.16,51889.72
No,No,834.46,9300.17
No,Yes,680.01,38627.15
No,No,473.47,36830.39
No,No,1767.69,27567.13
No,Yes,0.0,17681.38
No,No,390.98,38691.71
No,No,802.95,35870.17
No,No,1883.07,20375.23
No,No,758.21,46267.16
No,No,698.64,70720.71
No,Yes,928.95,21060.41
No,No,1091.37,52398.39
No,No,694.78,53349.4
No,Yes,757.64,36143.61
No,Yes,902.83,52020.15
No,Yes,0.0,48897.14
No,Yes,265.78,37609.23
No,No,1323.39,48679.99
No,Yes,778.49,23438.23
No,Yes,907.34,18041.15
No,No,484.1,23707.51
No,No,1076.86,29026.18
No,Yes,707.16,60645.87
No,No,1922.73,1602.72
No,No,1152.88,44862.83
No,No,1725.58,22282.32
No,Yes,1057.27,43220.2
No,No,487.79,51440.44
No,Yes,81.69,26770.95
No,No,311.68,38918.24
No,Yes,821.14,51839.61
No,No,1096.13,30248.72
No,No,395.57,16407.99
No,Yes,0.0,31532.31
No,No,419.65,43746.77
No,No,302.62,31138.11
No,Yes,1374.43,21079.17
No,No,643.83,51111.44
No,Yes,162.74,28566.82
Yes,Yes,1097.65,17214.11
No,No,597.96,14592.6
No,No,861.25,24181.86
No,Yes,1192.9,44346.64
No,No,615.69,33277.66
No,No,1125.23,37250.98
No,No,1377.76,26641.7
No,No,562.24,30998.21
No,No,1388.95,51148.93
No,No,954.97,35406.41
No,No,1432.94,33290.39
No,No,1132.85,41801.98
No,No,583.71,18904.56
Yes,Yes,1381.88,24446.82
No,No,1302.74,15149.73
No,No,200.85,37953.88
No,No,899.23,45067.68
No,No,808.71,41185.71
No,No,771.86,41871.52
No,No,1916.46,16264.92
No,No,202.21,29946.1
No,No,942.6,53125.03
No,No,1130.01,41094.16
No,Yes,1236.78,55877.21
No,No,1226.12,42177.99
No,No,102.47,60429.28
No,Yes,889.76,25055.2
No,No,492.64,11740.93
Yes,Yes,1938.45,14751.47
Yes,Yes,2058.92,19252.06
No,No,970.98,29709.26
No,No,738.16,26735.27
No,No,1623.94,41627.78
No,No,690.66,32803.45
No,Yes,1467.26,41494.28
No,No,85.38,55599.56
No,Yes,0.0,35727.82
No,No,214.14,6221.76
No,No,797.73,40239.72
No,No,792.91,44602.91
No,Yes,645.81,51315.17
No,No,167.75,39795.85
No,No,1655.72,40019.68
Yes,Yes,1146.33,37370.37
No,No,938.76,47842.16
No,No,1147.35,55802.22
No,No,1201.85,8423.1
No,No,1013.46,31382.97
No,No,0.0,40863.03
No,No,759.37,21128.63
No,No,0.0,44204.27
No,No,1322.4,43569.19
No,No,646.66,42448.19
No,No,1785.6,42453.59
No,No,867.9,34509.42
No,No,1567.2,32086.93
No,Yes,541.48,35278.34
No,Yes,1238.74,34898.61
No,No,512.71,38152.68
No,No,957.15,41111.09
No,Yes,0.0,26232.95
No,No,485.84,32852.57
No,No,799.72,34339.19
No,No,837.87,22316.75
No,No,485.11,34739.55
No,No,702.02,32705.18
No,Yes,917.67,20259.85
No,Yes,995.11,35188.32
No,No,1188.61,33391.06
No,Yes,1340.52,5182.29
No,No,721.3,28589.43
No,No,511.89,25396.28
No,No,1280.65,15160.61
No,No,0.0,22879.41
No,No,525.64,46311.87
No,No,1174.62,56730.79
No,No,757.12,31519.89
No,No,214.53,32383.82
No,No,0.0,20464.9
No,No,119.28,16213.6
No,Yes,835.92,27049.91
No,No,87.06,27162.83
No,Yes,872.23,41633.02
No,No,0.0,60674.92
No,Yes,784.5,27140.26
No,No,989.1,27003.16
No,Yes,1426.01,47256.78
No,Yes,708.25,16233.14
No,No,667.33,64179.26
No,No,867.52,45554.9
No,No,0.0,38615.1
No,No,772.74,40741.03
No,No,635.54,41283.53
No,No,691.41,29324.31
No,No,834.17,35811.93
No,No,0.0,44141.93
No,Yes,1474.85,41892.17
No,No,1527.23,18952.46
No,No,167.51,26695.23
No,Yes,503.75,33602.63
No,No,684.64,22223.56
No,Yes,955.83,39059.3
No,No,1078.44,18177.37
No,No,1947.85,30782.57
No,Yes,235.06,37388.38
No,Yes,1206.09,27997.74
No,Yes,263.15,38076.12
No,Yes,861.37,17920.67
No,No,543.98,36283.55
Yes,Yes,2014.63,52509.0
No,Yes,1776.77,45155.39
No,No,490.82,64288.09
No,No,1316.42,11215.99
No,Yes,777.2,35463.1
No,No,772.33,34287.55
No,No,1787.39,45668.97
No,No,425.31,45126.29
No,Yes,547.08,21005.58
No,Yes,1420.98,37990.88
No,No,245.49,21623.43
No,No,1413.36,25730.76
No,No,1512.95,27932.02
No,Yes,1312.11,30754.43
No,No,1307.56,9226.83
No,Yes,562.91,46977.75
No,Yes,368.04,14247.53
No,No,572.08,34749.18
No,No,1811.57,39221.44
No,No,668.38,35222.52
No,Yes,1461.99,45721.23
No,No,42.66,26206.1
No,No,681.02,34120.87
No,No,1002.12,29367.95
No,Yes,520.72,43461.99
No,No,787.5,15981.56
No,No,1843.61,32723.31
No,No,1307.54,45415.06
No,Yes,435.66,64175.24
No,No,442.61,49307.63
No,Yes,1028.81,16867.03
No,Yes,723.03,24419.84
No,No,1783.76,47224.83
No,Yes,116.12,24300.78
No,No,2208.05,19924.62
No,No,978.8,41155.8
No,No,340.19,35204.2
No,No,455.86,30152.14
No,No,1434.34,45980.29
No,No,994.44,11729.99
No,Yes,0.0,8402.76
No,No,0.0,49566.98
No,Yes,694.13,9537.89
No,Yes,1332.64,25440.57
No,No,1165.0,19123.73
No,No,0.0,29319.03
No,No,224.34,18136.93
No,No,1490.09,31177.43
No,No,795.53,44224.53
No,Yes,1378.81,37274.5
No,No,1301.95,28783.8
No,No,165.66,20452.32
No,No,1270.3,43635.96
No,No,681.36,772.0
No,Yes,841.34,4149.55
No,No,1497.52,28834.93
No,No,789.41,25420.96
No,No,1036.15,47928.62
No,No,797.75,44895.77
No,No,849.95,9093.75
No,Yes,1113.27,23281.42
No,No,869.75,9826.1
No,No,276.6,44192.26
No,Yes,872.09,19024.28
No,No,1480.57,28219.94
No,No,461.5,30154.94
No,No,640.64,51779.9
No,Yes,1213.29,41608.06
No,No,173.47,18853.54
No,Yes,472.77,35482.42
No,Yes,890.27,48022.98
No,Yes,345.16,14068.01
No,No,220.48,24390.68
No,Yes,0.0,60394.19
No,No,887.45,51581.59
No,Yes,678.55,38629.66
No,No,127.49,34573.49
No,No,655.96,36589.53
No,No,692.44,26396.66
No,No,1376.19,10372.15
No,No,0.0,57331.55
No,Yes,1344.31,34361.03
No,No,845.85,19640.55
No,Yes,198.91,45492.23
No,No,1263.01,19773.86
No,No,830.02,54361.37
No,Yes,24.87,37030.1
No,No,1119.05,35993.17
No,No,633.32,13424.71
No,No,955.94,35680.37
No,No,579.18,50548.18
No,Yes,1536.21,41495.18
No,Yes,555.37,27043.84
No,No,765.82,34969.92
No,No,596.2,30876.33
No,Yes,532.69,37636.21
No,No,1471.77,37797.1
No,No,530.53,25790.09
No,No,98.14,45139.77
No,No,301.23,42383.39
No,No,730.6,33764.12
No,No,1211.66,33148.66
No,Yes,1092.41,31467.09
No,No,222.49,29138.35
No,Yes,1310.31,19314.74
No,No,474.42,22786.72
No,Yes,335.03,27465.02
No,No,270.45,56608.33
No,No,453.75,15814.88
No,No,204.14,23393.82
No,No,696.67,35216.13
No,Yes,227.82,42911.13
No,No,1489.23,30863.69
No,No,0.0,22845.0
No,No,472.59,15321.02
No,No,1324.67,28044.71
No,No,1014.53,40677.02
No,Yes,978.41,36318.15
No,No,600.47,39557.19
No,No,157.64,39124.73
No,No,195.16,42139.38
No,No,891.6,32670.99
No,No,201.54,11176.35
No,No,392.21,49602.7
No,No,1115.89,51071.4
No,No,795.52,38116.76
No,Yes,989.01,3663.1
No,No,1098.27,17793.36
No,No,419.41,56689.92
No,Yes,811.18,55625.65
No,No,619.88,25509.68
No,Yes,122.01,35929.12
No,No,135.2,19009.77
No,No,825.04,43686.64
No,Yes,940.82,30356.96
No,No,822.88,20942.88
No,Yes,1082.48,7896.96
No,No,501.53,44624.28
No,No,1337.31,21438.07
No,No,513.06,34800.15
No,Yes,107.09,56437.54
No,No,230.36,35794.11
No,No,336.88,58681.74
No,No,1062.32,59199.78
No,No,956.77,43924.28
No,No,1912.52,46278.8
No,No,319.7,37964.14
No,No,709.78,32657.67
No,No,916.03,10968.06
No,No,881.4,51548.81
No,No,778.94,29090.52
No,No,867.82,28968.33
No,Yes,1213.3,45368.98
No,Yes,1477.77,12976.03
No,Yes,464.25,31575.97
No,Yes,520.43,43416.87
No,No,887.8,13346.63
No,Yes,454.25,34280.63
No,No,1074.33,24198.86
No,Yes,828.72,24979.62
No,No,975.65,24355.47
No,Yes,1069.83,8298.04
No,Yes,1236.91,33015.09
No,No,321.78,35403.94
No,No,775.6,20734.14
No,No,1576.58,21670.46
No,Yes,1392.27,17107.14
No,No,801.39,29511.43
No,No,772.0,30913.9
No,No,908.54,48420.15
No,No,832.35,56906.42
No,Yes,873.71,32584.32
No,No,855.03,39486.06
No,No,690.99,13874.94
No,No,1239.44,1542.67
No,No,0.0,31402.21
No,Yes,1283.56,30843.45
No,No,87.41,28579.61
No,No,1068.88,17866.27
No,Yes,787.97,19804.04
No,Yes,0.0,19711.61
No,No,940.95,38332.15
No,Yes,554.22,25498.06
No,No,0.0,36369.95
No,No,563.02,35898.02
No,No,1200.47,50379.59
No,Yes,1253.55,24606.53
No,No,1539.52,12281.01
No,No,381.26,12903.59
No,No,1671.02,28101.12
No,No,572.79,26896.23
No,No,46.42,42000.95
No,Yes,809.48,49156.18
No,No,294.4,16926.58
No,No,743.46,27085.55
No,Yes,1035.26,43314.39
No,Yes,0.0,34833.49
No,Yes,641.36,60017.3
No,No,1209.7,31265.46
No,No,1078.28,43167.33
No,No,414.2,8170.64
No,No,1209.39,21196.69
No,Yes,984.51,49634.76
No,No,1030.73,55249.57
No,No,485.0,35227.55
No,No,0.0,11181.65
No,Yes,96.4,36145.25
No,No,627.96,41501.52
No,No,0.0,35173.72
No,No,1416.0,30026.04
No,No,1066.46,30071.14
No,No,0.0,26455.28
No,No,739.3,37715.33
No,No,944.73,27802.98
No,No,1149.21,45130.13
No,No,852.16,38925.82
No,Yes,724.12,24161.68
No,No,329.59,25787.87
No,No,906.28,33582.66
No,No,676.16,44807.34
No,No,0.0,29431.97
No,No,209.43,41949.9
No,No,1276.14,37682.44
No,No,1328.79,27798.05
No,Yes,183.07,25093.74
No,Yes,89.32,43163.06
No,No,809.0,40377.15
No,Yes,506.33,31516.52
No,No,0.0,34014.78
No,Yes,21.67,10962.92
No,Yes,1226.77,21683.87
No,No,1026.88,24886.61
No,No,363.67,46965.52
No,No,1316.78,28185.37
No,No,297.93,30554.4
No,No,530.22,772.0
No,Yes,619.4,25281.58
No,No,1020.4,30486.49
No,No,170.7,30508.42
No,No,1291.64,31466.19
No,No,250.78,14473.48
No,No,614.16,30824.41
No,No,1024.92,29298.81
No,No,832.95,67804.84
No,No,534.8,44585.46
No,Yes,930.95,25407.01
No,Yes,1251.87,39251.49
No,Yes,545.81,32325.8
No,Yes,510.08,26052.38
No,Yes,1009.82,31322.14
No,Yes,747.6,41292.19
No,No,893.18,37761.95
No,No,14.07,48595.48
No,No,70.87,11211.29
No,No,1727.73,33994.27
No,Yes,554.91,48041.72
No,No,1443.19,9775.47
Yes,Yes,1760.16,18268.33
No,No,1944.8,48852.18
No,No,626.3,27661.17
No,No,1100.69,42950.94
No,No,0.0,28006.24
No,Yes,844.39,35432.0
No,No,424.01,32207.82
No,No,172.2,28654.26
No,No,1393.89,33006.28
No,No,203.89,22244.09
No,No,837.07,24551.97
No,Yes,1525.11,42523.46
No,No,722.05,28742.43
No,Yes,564.76,44786.8
No,Yes,871.22,16861.99
No,Yes,0.0,54145.01
No,No,89.82,5515.65
No,No,960.68,53336.28
No,No,1288.29,30676.12
No,No,1278.58,36348.2
No,Yes,938.72,29518.57
No,No,353.76,16197.65
No,Yes,511.57,27517.87
No,Yes,508.5,44324.83
No,No,423.7,31347.11
No,No,1231.75,54224.2
No,Yes,1088.67,29503.46
No,No,581.75,28813.84
No,Yes,1470.66,48524.85
No,Yes,569.82,31379.27
No,Yes,954.84,35549.96
No,No,505.74,46140.25
No,Yes,501.23,49274.98
No,Yes,176.09,59562.48
No,No,835.08,39966.23
No,No,1218.95,23849.86
Yes,Yes,1480.49,15834.07
No,No,433.22,28851.02
No,No,1001.52,17281.07
No,No,606.67,56727.65
No,No,255.55,31734.61
No,No,1198.28,27475.02
No,No,1133.17,20780.36
No,No,1206.12,45211.17
No,No,1732.68,23649.34
No,No,833.33,15470.44
No,Yes,987.9,49181.22
No,No,1061.84,39025.79
No,Yes,774.89,57884.87
No,No,570.54,32210.49
No,No,717.37,54302.03
No,No,1088.64,30075.46
No,No,504.14,31959.58
No,Yes,689.54,33088.14
No,No,361.03,6056.0
No,Yes,887.35,43628.81
No,No,1210.78,40203.19
No,No,597.75,19908.49
No,Yes,322.68,32692.11
No,No,589.71,27703.07
No,Yes,170.52,11891.73
No,Yes,506.97,43277.83
No,No,1049.06,25733.88
No,No,1828.66,23203.06
No,No,747.66,22777.22
No,Yes,334.13,22184.12
No,Yes,1187.08,15254.09
No,No,660.17,50308.16
No,No,334.25,33767.89
No,No,1030.64,32310.37
No,Yes,1284.35,772.0
No,Yes,1178.11,55481.61
No,Yes,1162.25,42895.23
No,No,1309.86,11886.47
No,No,414.39,29086.95
No,No,517.6,14699.37
No,Yes,1271.66,44591.04
No,No,661.58,23837.49
No,No,1195.73,46460.26
No,Yes,112.01,37125.36
No,No,416.64,39667.82
No,No,1017.94,13526.85
No,No,290.05,39045.68
No,No,1371.14,21191.97
No,No,835.7,27626.17
No,No,533.15,26630.17
No,Yes,1216.41,12854.55
No,No,1150.15,47010.26
No,Yes,1164.43,28774.04
No,No,1230.77,37489.06
No,Yes,962.06,22282.55
No,No,686.56,24456.69
No,No,626.72,33868.34
No,No,230.45,22038.27
No,No,1043.31,40369.19
No,No,1032.45,48602.1
No,No,388.58,25278.64
No,No,1218.64,30836.37
No,No,292.33,56914.73
No,No,213.62,30342.83
No,No,645.08,23391.52
No,Yes,0.0,20552.64
No,Yes,1917.18,39497.03
No,Yes,242.31,56500.23
No,Yes,987.89,26488.48
No,No,896.68,28972.47
No,Yes,1172.77,40389.58
No,No,1065.71,22392.7
No,No,726.13,30831.25
No,No,554.28,43167.71
No,No,206.46,30080.62
No,Yes,1387.37,38622.34
No,No,1362.16,31106.15
No,No,1319.46,43675.59
No,No,630.87,28058.46
No,No,668.25,56303.45
No,Yes,109.71,28753.72
No,No,596.48,12725.36
Yes,Yes,1592.45,32424.41
No,No,176.31,41069.82
No,No,534.95,26458.05
No,No,1081.03,39047.72
No,No,932.7,40175.45
No,No,822.87,28210.42
No,No,964.99,42410.21
No,Yes,1629.94,772.0
No,Yes,618.22,56242.61
No,No,892.53,41311.46
No,No,0.0,19333.02
No,No,571.76,21070.72
No,Yes,1282.84,40200.26
No,No,679.04,51903.87
No,No,1417.82,44735.04
No,No,843.95,25743.56
No,No,1139.39,6381.98
No,No,582.68,22084.65
No,No,953.85,28395.24
No,No,439.56,33470.49
No,No,435.31,18417.07
No,No,714.44,23219.01
No,No,1182.67,34313.09
No,No,1197.39,29819.39
No,No,664.29,26003.06
No,No,674.34,37886.4
No,No,1388.28,52028.45
No,No,418.42,45655.17
No,No,937.35,65773.1
No,Yes,941.01,16202.54
No,No,1322.49,20942.12
No,No,80.98,26245.72
No,No,300.09,48689.05
No,No,441.19,42285.79
No,Yes,916.65,15589.77
No,No,602.59,5927.27
No,Yes,0.0,42971.68
No,No,187.54,33030.28
No,No,1381.33,43561.59
No,Yes,1310.28,33922.19
No,Yes,565.9,49286.5
No,No,471.62,43368.73
No,No,714.8,45871.5
No,No,933.85,25924.9
No,No,1065.58,42059.77
No,No,1744.64,21783.94
No,No,556.68,49660.96
No,Yes,650.39,17942.39
No,No,562.53,38580.78
Yes,Yes,2531.69,23844.13
No,No,1108.52,18418.3
No,No,1038.09,38997.45
No,No,603.3,46245.75
No,Yes,1299.99,36184.98
No,No,1190.88,34182.76
No,No,603.17,18157.5
No,No,908.03,37518.77
No,No,1354.07,32652.1
No,No,1265.22,33583.12
No,No,390.72,47940.54
Yes,Yes,1609.88,14216.59
No,No,0.0,30257.6
No,No,935.09,28160.04
No,Yes,1543.78,67419.93
No,No,599.67,14876.65
No,Yes,1069.45,29046.02
No,No,1571.1,41770.09
No,No,0.0,42924.63
No,No,0.0,27553.02
No,No,1127.94,29898.67
No,No,0.0,19883.09
No,No,0.0,36298.1
Yes,Yes,1816.89,17497.09
No,No,1269.22,25669.19
No,No,1297.5,38775.28
No,No,549.27,38550.01
No,No,918.5,73554.0
No,No,930.7,14603.17
No,No,1325.76,26039.9
No,Yes,629.16,26062.39
No,No,1843.69,48932.77
No,No,1387.16,51242.34
No,No,205.61,19394.36
No,Yes,194.71,39790.9
No,No,106.14,16273.12
No,No,1574.09,39517.07
No,No,1308.97,34481.89
No,No,1005.42,31544.69
No,No,1195.98,36491.32
No,No,162.48,56080.09
No,No,877.89,37465.22
No,Yes,0.0,14454.78
No,No,1046.17,36818.16
No,No,850.83,29395.17
No,No,560.89,50705.47
No,No,1459.95,44149.62
No,No,435.49,38914.61
No,No,440.81,37200.72
No,Yes,700.04,41198.49
No,No,0.0,23792.35
No,Yes,266.28,37004.92
No,No,1435.38,36198.58
No,Yes,1004.91,5960.79
No,Yes,23.61,11658.34
No,Yes,760.25,50756.32
No,Yes,691.98,46683.16
No,No,385.17,14765.86
No,No,1327.57,44264.78
No,Yes,656.2,33282.53
